model,string_conversions,feat_types,dataset,offsets,nfeat,accuracy,precision,recall,f1_score,auc_roc,mcc
linear,"('conform', 'no_reduction')","('counts', 'mat', 'protvec')",10-folds cv,"(1, 2, 3)",1524,0.7170697012802275,0.596201151789387,0.6664835164835166,0.6242052274755279,0.773901098901099,0.40662797409635204
linear,"('no_reduction',)","('mat', 'protvec')",10-folds cv,"(2, 3)",850,0.730085348506401,0.6379346092503988,0.6274725274725275,0.6229499638292741,0.7775274725274726,0.4232709351845907
linear,"('conform', 'no_reduction')","('counts', 'mat', 'protvec')",10-folds cv,"(1, 2)",1075,0.7144381223328592,0.5920561301443654,0.6664835164835166,0.6223383587121073,0.7713681318681319,0.4019908527993711
linear,"('conform', 'no_reduction')","('counts', 'mat', 'protvec')",10-folds cv,"(3,)",626,0.7170697012802275,0.5977396133278486,0.6593406593406593,0.6213955212175457,0.7719935897435898,0.40477694786238577
linear,"('conform', 'no_reduction')","('mat', 'protvec')",10-folds cv,"(1, 2)",1048,0.7170697012802275,0.5977396133278486,0.6593406593406593,0.6213955212175457,0.7723827838827839,0.40477694786238577
linear,"('conform', 'no_reduction')","('mat', 'protvec')",10-folds cv,"(1, 3)",1048,0.7170697012802275,0.5977396133278486,0.6593406593406593,0.6213955212175457,0.7722811355311355,0.40477694786238577
linear,"('no_reduction',)","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(2, 3)",880,0.7301564722617355,0.6375937001594897,0.6203296703296702,0.6207307692307692,0.7825503663003663,0.4206120673115036
linear,"('conform', 'no_reduction')","('tfeat', 'protvec')",10-folds cv,"(1,)",160,0.7144381223328592,0.5997740249946133,0.6505494505494506,0.6197134233952921,0.7744404761904763,0.3982155952081328
linear,"('conform', 'no_reduction')","('mat', 'protvec')",10-folds cv,"(2,)",599,0.7144381223328592,0.5933440089322441,0.6593406593406593,0.6192791191011435,0.771706043956044,0.400000925512446
linear,"('conform', 'no_reduction')","('counts', 'mat', 'protvec')",10-folds cv,"(1,)",626,0.7144381223328592,0.5933440089322441,0.6593406593406593,0.6192791191011435,0.7717774725274726,0.400000925512446
linear,"('conform', 'no_reduction')","('mat', 'protvec')",10-folds cv,"(2, 3)",1048,0.7144381223328592,0.5933440089322441,0.6593406593406593,0.6192791191011435,0.7710906593406593,0.400000925512446
linear,"('conform', 'no_reduction')","('mat', 'protvec')",10-folds cv,"(1, 2, 3)",1497,0.7144381223328592,0.5933440089322441,0.6593406593406593,0.6192791191011435,0.7711163003663003,0.400000925512446
linear,"('no_reduction',)","('tfeat', 'protvec')",10-folds cv,"(1, 2, 3)",65,0.732788051209104,0.6465001909854851,0.6131868131868131,0.6190955719598656,0.7852280219780219,0.42462078153151267
linear,"('no_reduction',)","('mat', 'protvec')",10-folds cv,"(1, 3)",850,0.7300853485064012,0.6404237867395762,0.6197802197802198,0.6184194139194139,0.7775247252747252,0.4216128940485599
linear,"('no_reduction',)","('counts', 'mat', 'protvec')",10-folds cv,"(1, 3)",870,0.7301564722617354,0.6466117164569177,0.6126373626373627,0.6175791681436842,0.778992673992674,0.42143184604187117
linear,"('conform', 'no_reduction')","('protvec',)",10-folds cv,"(1,)",150,0.7144381223328592,0.5903894634776987,0.6593406593406594,0.6172101535839022,0.770187728937729,0.3991083713788241
linear,"('conform', 'no_reduction')","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(1, 2)",1095,0.7221906116642959,0.6081439393939394,0.6346153846153847,0.6169723561158488,0.779760989010989,0.4038780525025838
linear,"('no_reduction',)","('tfeat', 'protvec')",10-folds cv,"(2, 3)",60,0.7274537695590328,0.6383945659603555,0.6131868131868131,0.6166616609277777,0.7822930402930404,0.41536390969355785
linear,"('no_reduction',)","('tfeat', 'protvec')",10-folds cv,"(2,)",55,0.7248221906116643,0.6324421850079746,0.6203296703296702,0.6165909894702998,0.7756373626373627,0.4125141596319365
linear,"('no_reduction',)","('counts', 'protvec')",10-folds cv,"(1,)",70,0.7300853485064012,0.6431023581681476,0.6126373626373627,0.6165146520146519,0.7786465201465201,0.4199641935550574
linear,"('no_reduction',)","('mat', 'protvec')",10-folds cv,"(1,)",450,0.7300853485064012,0.6431023581681476,0.6126373626373627,0.6165146520146519,0.7765732600732601,0.4199641935550574
linear,"('no_reduction',)","('counts', 'mat', 'protvec')",10-folds cv,"(1,)",470,0.7300853485064012,0.6431023581681476,0.6126373626373627,0.6165146520146519,0.7796181318681319,0.4199641935550574
linear,"('no_reduction',)","('counts', 'mat', 'protvec')",10-folds cv,"(2,)",470,0.7300853485064012,0.6431023581681476,0.6126373626373627,0.6165146520146519,0.7804780219780221,0.4199641935550574
linear,"('no_reduction',)","('counts', 'mat', 'protvec')",10-folds cv,"(3,)",470,0.7300853485064012,0.6431023581681476,0.6126373626373627,0.6165146520146519,0.7786593406593407,0.4199641935550574
linear,"('no_reduction',)","('counts', 'mat', 'protvec')",10-folds cv,"(1, 2)",870,0.7300853485064012,0.6431023581681476,0.6126373626373627,0.6165146520146519,0.7806968864468866,0.4199641935550574
linear,"('no_reduction',)","('counts', 'tfeat', 'protvec')",10-folds cv,"(2, 3)",80,0.7275248933143671,0.6356889382547278,0.6131868131868131,0.6162972716938234,0.7804184981684982,0.4142819994130541
linear,"('no_reduction',)","('tfeat', 'protvec')",10-folds cv,"(1, 2)",60,0.7248221906116643,0.6301783703912187,0.6203296703296702,0.6157795860134448,0.7810302197802198,0.4120016562110723
linear,"('no_reduction',)","('counts', 'mat', 'protvec')",10-folds cv,"(1, 2, 3)",1270,0.7274537695590327,0.6397935346387359,0.6126373626373627,0.6145791681436842,0.7816785714285714,0.41568080853920736
linear,"('no_reduction',)","('mat', 'protvec')",10-folds cv,"(2,)",450,0.7274537695590326,0.6370417521075417,0.6126373626373627,0.6140531135531135,0.7786565934065934,0.4144847479743373
linear,"('no_reduction',)","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(1, 2, 3)",1285,0.7301564722617354,0.6462373737373738,0.6060439560439559,0.6137067609890069,0.784518315018315,0.41941140464270577
linear,"('no_reduction',)","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(3,)",475,0.7274537695590327,0.6378661616161616,0.6049450549450549,0.612187809675453,0.7770750915750915,0.4119355347937487
linear,"('no_reduction',)","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(2,)",475,0.7221906116642959,0.629810606060606,0.6126373626373626,0.612155505599332,0.7719771062271061,0.4052592345912235
linear,"('no_reduction',)","('mat', 'tfeat', 'protvec')",10-folds cv,"(3,)",455,0.7274537695590327,0.6375685425685426,0.6054945054945055,0.6119415042567338,0.7781309523809522,0.41229627698900606
linear,"('no_reduction',)","('mat', 'protvec')",10-folds cv,"(3,)",450,0.7248221906116642,0.6319822282980178,0.6131868131868132,0.6113437539472021,0.7759578754578754,0.41001452460124854
linear,"('no_reduction',)","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(1,)",475,0.7248221906116643,0.6320417409387998,0.6131868131868131,0.611224727812047,0.7740018315018315,0.4102824390196115
linear,"('no_reduction',)","('tfeat', 'protvec')",10-folds cv,"(1,)",55,0.7248221906116643,0.6329645191409898,0.6126373626373626,0.6105960061443932,0.7770897435897436,0.41019557358621306
linear,"('no_reduction',)","('mat', 'tfeat', 'protvec')",10-folds cv,"(1, 2, 3)",1265,0.7275248933143671,0.642772271588061,0.606043956043956,0.6103026865688035,0.7826923076923077,0.41532880214227375
linear,"('no_reduction',)","('counts', 'mat', 'protvec')",10-folds cv,"(2, 3)",870,0.7248221906116643,0.6375957324409337,0.6054945054945055,0.6098172633817794,0.7798397435897437,0.40933710639080684
linear,"('no_reduction',)","('protvec',)",10-folds cv,"(1,)",50,0.72475106685633,0.6347690248348143,0.6049450549450549,0.6087197802197802,0.77778663003663,0.40784949072630716
linear,"('no_reduction',)","('tfeat', 'protvec')",10-folds cv,"(1, 3)",60,0.7221906116642958,0.6256312070282659,0.6043956043956044,0.6086533130693309,0.7813131868131868,0.40010329729108146
linear,"('no_reduction',)","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(1, 2)",880,0.7248221906116643,0.6361902751531235,0.6054945054945055,0.6085153609831029,0.7803763736263736,0.4091753820994052
linear,"('no_reduction',)","('mat', 'tfeat', 'protvec')",10-folds cv,"(1, 2)",860,0.7221906116642959,0.6331528520499109,0.6054945054945053,0.6080489769777867,0.7791227106227107,0.40474773358516886
linear,"('no_reduction',)","('tfeat', 'protvec')",10-folds cv,"(3,)",55,0.7248221906116643,0.6354852092352092,0.5978021978021978,0.6075080067197879,0.7797078754578755,0.40545697655257096
linear,"('no_reduction',)","('mat', 'tfeat', 'protvec')",10-folds cv,"(2,)",455,0.7168563300142248,0.624512987012987,0.6054945054945053,0.6057515647126325,0.7713516483516484,0.39458668854224693
linear,"('no_reduction',)","('counts', 'tfeat', 'protvec')",10-folds cv,"(3,)",75,0.7221906116642959,0.6325612326270221,0.5978021978021978,0.6054918776875299,0.7808681318681319,0.4016025000153949
linear,"('no_reduction',)","('counts', 'tfeat', 'protvec')",10-folds cv,"(2,)",75,0.7169274537695591,0.6193939393939394,0.6049450549450549,0.6053504665604099,0.773164835164835,0.3920145500280172
linear,"('no_reduction',)","('mat', 'tfeat', 'protvec')",10-folds cv,"(2, 3)",860,0.7196301564722618,0.6285460811118706,0.5989010989010988,0.6042770455431625,0.7779432234432235,0.39764205216862014
linear,"('no_reduction',)","('counts', 'tfeat', 'protvec')",10-folds cv,"(1, 3)",80,0.7248221906116643,0.6381456370426959,0.5983516483516483,0.6039166783735628,0.7831575091575094,0.4076834638102837
linear,"('no_reduction',)","('counts', 'tfeat', 'protvec')",10-folds cv,"(1, 2)",80,0.7195590327169274,0.6304759894388379,0.5978021978021978,0.6020293182901636,0.7783159340659342,0.3979595890303297
linear,"('no_reduction',)","('counts', 'tfeat', 'protvec')",10-folds cv,"(1, 2, 3)",85,0.7195590327169274,0.6298195187165775,0.5983516483516482,0.6018895566879316,0.7891227106227106,0.3981122799573884
linear,"('no_reduction',)","('counts', 'tfeat', 'protvec')",10-folds cv,"(1,)",75,0.7195590327169274,0.6265912274000509,0.5983516483516483,0.6002122993802638,0.7749734432234432,0.39649939257127564
linear,"('no_reduction',)","('mat', 'tfeat', 'protvec')",10-folds cv,"(1,)",455,0.7195590327169274,0.6270814234784823,0.5978021978021978,0.6000798771121352,0.7773901098901097,0.39660538466160483
linear,"('conform', 'hydro')","('mat', 'tfeat', 'protvec')",10-folds cv,"(1, 3)",568,0.6987197724039831,0.587177033492823,0.6126373626373627,0.5908426775916854,0.7289615384615385,0.36256407410733643
linear,"('conform', 'hydro')","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(1, 3)",580,0.6987197724039831,0.587177033492823,0.6126373626373627,0.5908426775916854,0.7302078754578755,0.36256407410733643
linear,"('conform', 'hydro')","('tfeat', 'protvec')",10-folds cv,"(1, 3)",420,0.6960881934566147,0.5845454545454547,0.6126373626373627,0.5890601463973895,0.7283763736263736,0.3585841222112024
linear,"('conform', 'hydro')","('counts', 'tfeat', 'protvec')",10-folds cv,"(1,)",422,0.6960881934566147,0.5845454545454547,0.6126373626373627,0.5890601463973895,0.7351886446886448,0.3585841222112024
linear,"('conform', 'hydro')","('mat', 'tfeat', 'protvec')",10-folds cv,"(1,)",484,0.6960881934566147,0.5845454545454547,0.6126373626373627,0.5890601463973895,0.7352115384615385,0.3585841222112024
linear,"('conform', 'hydro')","('counts', 'tfeat', 'protvec')",10-folds cv,"(1, 3)",432,0.6934566145092462,0.5803787878787879,0.6126373626373627,0.5867612958226769,0.7286309523809524,0.35401428827456904
linear,"('no_reduction',)","('mat', 'tfeat', 'protvec')",10-folds cv,"(1, 3)",860,0.7116642958748223,0.6145193531958238,0.5758241758241758,0.5855711653320107,0.7810641025641025,0.3745121365384806
linear,"('no_reduction',)","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(1, 3)",880,0.7091038406827881,0.6097846108140226,0.5763736263736263,0.5845617356157086,0.7820302197802199,0.3696452989127208
linear,"('conform', 'hydro')","('counts', 'tfeat', 'protvec')",10-folds cv,"(1, 2)",432,0.6960881934566147,0.5826315789473685,0.6054945054945056,0.584509344258352,0.7345604395604395,0.3554401110941599
linear,"('conform', 'hydro')","('mat', 'tfeat', 'protvec')",10-folds cv,"(1, 2)",568,0.6960170697012804,0.5830589293747189,0.6054945054945056,0.5838593999997121,0.7345805860805862,0.3556952984672457
linear,"('hydro',)","('counts', 'mat', 'protvec')",10-folds cv,"(1,)",330,0.6960170697012802,0.5745899697138087,0.6098901098901098,0.5837790268274139,0.722996336996337,0.3529146915807374
linear,"('hydro',)","('counts', 'mat', 'protvec')",10-folds cv,"(1, 3)",355,0.6987197724039829,0.5818066500922539,0.6027472527472527,0.5835905331227912,0.7208901098901099,0.35624045561912016
linear,"('hydro',)","('mat', 'protvec')",10-folds cv,"(3,)",325,0.6960170697012802,0.5743040220013904,0.6098901098901098,0.5834967687628978,0.7223882783882783,0.35295569146712413
linear,"('hydro',)","('mat', 'protvec')",10-folds cv,"(1, 3)",350,0.6960170697012802,0.5743040220013904,0.6098901098901098,0.5834967687628978,0.7217957875457875,0.35295569146712413
linear,"('hydro',)","('mat', 'protvec')",10-folds cv,"(1, 2, 3)",375,0.6960170697012802,0.5743040220013904,0.6098901098901098,0.5834967687628978,0.7227087912087912,0.35295569146712413
linear,"('conform', 'hydro')","('tfeat', 'protvec')",10-folds cv,"(1,)",410,0.6934566145092462,0.5823232323232325,0.604945054945055,0.5831312926424488,0.7361474358974359,0.35206295333244686
linear,"('conform', 'hydro')","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(1,)",496,0.6934566145092462,0.5823232323232325,0.604945054945055,0.5831312926424488,0.7364551282051283,0.35206295333244686
linear,"('conform', 'hydro')","('tfeat', 'protvec')",10-folds cv,"(1, 2)",420,0.693385490753912,0.5775033738191634,0.6054945054945056,0.5820478057968136,0.7348937728937728,0.35038480776704517
linear,"('conform', 'hydro')","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(1, 2)",580,0.693385490753912,0.5775033738191634,0.6054945054945056,0.5820478057968136,0.7339853479853479,0.35038480776704517
linear,"('hydro',)","('counts', 'mat', 'protvec')",10-folds cv,"(1, 2)",355,0.6960881934566144,0.5773194706050744,0.6027472527472527,0.5815962311284892,0.7212206959706959,0.35139233156088157
linear,"('hydro',)","('mat', 'tfeat', 'protvec')",10-folds cv,"(1, 3)",360,0.6960170697012802,0.5765036197892235,0.6027472527472527,0.5812571997894579,0.7151419413919414,0.3510743509508014
linear,"('hydro',)","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(1, 3)",365,0.6960170697012802,0.5765036197892235,0.6027472527472527,0.5812571997894579,0.7157344322344322,0.3510743509508014
linear,"('hydro',)","('tfeat', 'protvec')",10-folds cv,"(1, 3)",310,0.6960881934566144,0.5751399834255873,0.6027472527472527,0.5812189916208149,0.7154826007326007,0.3506152002873574
linear,"('conform', 'hydro')","('counts', 'tfeat', 'protvec')",10-folds cv,"(1, 2, 3)",442,0.6908250355618778,0.5739194577352473,0.6054945054945056,0.5805438270169727,0.7295897435897436,0.34596506821107476
linear,"('conform', 'hydro')","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(1, 2, 3)",664,0.6908250355618778,0.5739194577352473,0.6054945054945056,0.5805438270169727,0.7280457875457875,0.34596506821107476
linear,"('conform', 'hydro')","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(2, 3)",580,0.6827880512091039,0.5646986785144679,0.6197802197802198,0.5804910102668723,0.726195054945055,0.3390976855738889
linear,"('conform', 'hydro')","('mat', 'tfeat', 'protvec')",10-folds cv,"(2,)",484,0.6854196301564723,0.5654508430166325,0.6131868131868132,0.579435270184278,0.7306465201465202,0.3395452610626305
linear,"('hydro',)","('mat', 'protvec')",10-folds cv,"(1, 2)",350,0.6933854907539116,0.5731947962598117,0.6027472527472527,0.5793217159184901,0.7202976190476191,0.3467909659349514
linear,"('hydro',)","('protvec',)",10-folds cv,"(1,)",300,0.6933854907539116,0.572016440302044,0.6027472527472527,0.5792628977951558,0.7227289377289378,0.3462262268925628
linear,"('hydro',)","('counts', 'protvec')",10-folds cv,"(1,)",305,0.6933854907539116,0.572016440302044,0.6027472527472527,0.5792628977951558,0.7212206959706959,0.3462262268925628
linear,"('hydro',)","('mat', 'protvec')",10-folds cv,"(1,)",325,0.6933854907539116,0.572016440302044,0.6027472527472527,0.5792628977951558,0.7227087912087912,0.3462262268925628
linear,"('hydro',)","('mat', 'protvec')",10-folds cv,"(2,)",325,0.6933854907539116,0.572016440302044,0.6027472527472527,0.5792628977951558,0.721815934065934,0.3462262268925628
linear,"('hydro',)","('mat', 'protvec')",10-folds cv,"(2, 3)",350,0.6933854907539116,0.572016440302044,0.6027472527472527,0.5792628977951558,0.7214981684981685,0.3462262268925628
linear,"('hydro',)","('counts', 'mat', 'protvec')",10-folds cv,"(2, 3)",355,0.6933854907539116,0.572016440302044,0.6027472527472527,0.5792628977951558,0.7230265567765567,0.3462262268925628
linear,"('hydro',)","('counts', 'mat', 'protvec')",10-folds cv,"(1, 2, 3)",380,0.6933854907539116,0.572016440302044,0.6027472527472527,0.5792628977951558,0.7221034798534799,0.3462262268925628
linear,"('hydro',)","('tfeat', 'protvec')",10-folds cv,"(3,)",305,0.6934566145092461,0.5706528039384077,0.6027472527472527,0.579224689626513,0.719742673992674,0.3457670762291188
linear,"('hydro',)","('counts', 'tfeat', 'protvec')",10-folds cv,"(3,)",310,0.6934566145092461,0.5706528039384077,0.6027472527472527,0.579224689626513,0.720040293040293,0.3457670762291188
linear,"('hydro',)","('counts', 'mat', 'protvec')",10-folds cv,"(3,)",330,0.6933854907539116,0.5716896429164231,0.6027472527472527,0.5790612848919301,0.7227188644688645,0.3461804152114588
linear,"('conform', 'hydro')","('tfeat', 'protvec')",10-folds cv,"(2, 3)",420,0.6801564722617355,0.5625247654709897,0.6197802197802198,0.5787449785208405,0.7271007326007326,0.3356092924977869
linear,"('conform', 'hydro')","('counts', 'tfeat', 'protvec')",10-folds cv,"(2, 3)",432,0.6801564722617355,0.5625247654709897,0.6197802197802198,0.5787449785208405,0.7283241758241757,0.3356092924977869
linear,"('conform', 'hydro')","('tfeat', 'protvec')",10-folds cv,"(1, 2, 3)",430,0.688122332859175,0.5687912526070421,0.6054945054945056,0.5780822885554342,0.7283434065934067,0.34090976488395996
linear,"('conform', 'hydro')","('mat', 'tfeat', 'protvec')",10-folds cv,"(1, 2, 3)",652,0.688122332859175,0.5687912526070421,0.6054945054945056,0.5780822885554342,0.7283461538461539,0.34090976488395996
linear,"('conform', 'hydro')","('mat', 'protvec')",10-folds cv,"(1,)",474,0.6854907539118066,0.5656428891773487,0.6131868131868132,0.5775908527426641,0.7285302197802199,0.3407668574860604
linear,"('hydro',)","('counts', 'mat', 'protvec')",10-folds cv,"(2,)",330,0.6907539118065433,0.5687484664458349,0.6027472527472527,0.5772467687628978,0.7221034798534799,0.3420296534442035
linear,"('hydro',)","('mat', 'tfeat', 'protvec')",10-folds cv,"(3,)",330,0.6908250355618776,0.5673848300821985,0.6027472527472527,0.5772085605942548,0.720040293040293,0.34157050278075946
linear,"('hydro',)","('counts', 'tfeat', 'protvec')",10-folds cv,"(2, 3)",315,0.6907539118065433,0.5648265460030167,0.6027472527472527,0.5769074853254376,0.7164789377289377,0.34015688828286256
linear,"('hydro',)","('mat', 'tfeat', 'protvec')",10-folds cv,"(2, 3)",360,0.6907539118065433,0.5648265460030167,0.6027472527472527,0.5769074853254376,0.7161355311355311,0.34015688828286256
linear,"('hydro',)","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(3,)",335,0.6907539118065433,0.5653497736353773,0.6027472527472527,0.5768913562931796,0.7197554945054946,0.34060097156080005
linear,"('hydro',)","('tfeat', 'protvec')",10-folds cv,"(2, 3)",310,0.688122332859175,0.5617962429727137,0.6027472527472527,0.5756767160946683,0.716158424908425,0.3358483404854532
linear,"('hydro',)","('tfeat', 'protvec')",10-folds cv,"(1,)",305,0.6907539118065433,0.5696772590154943,0.5956043956043956,0.5750962311284893,0.7181840659340659,0.33938614534362327
linear,"('hydro',)","('tfeat', 'protvec')",10-folds cv,"(2,)",305,0.6906827880512091,0.5668846268110974,0.5956043956043956,0.5744456934940805,0.7203278388278388,0.3381241477064913
linear,"('conform', 'hydro')","('mat', 'tfeat', 'protvec')",10-folds cv,"(3,)",484,0.6776671408250357,0.5591697871160114,0.6126373626373627,0.5739472577231197,0.7222399267399267,0.3287726604886557
linear,"('hydro',)","('counts', 'tfeat', 'protvec')",10-folds cv,"(1,)",310,0.6908250355618776,0.5723659102335573,0.5884615384615385,0.5729940805908548,0.7190668498168498,0.3377769737562767
linear,"('hydro',)","('counts', 'tfeat', 'protvec')",10-folds cv,"(2,)",310,0.688122332859175,0.5656517094017095,0.5956043956043956,0.5727467687628978,0.7194249084249085,0.3348971054780915
linear,"('hydro',)","('counts', 'tfeat', 'protvec')",10-folds cv,"(1, 3)",315,0.6881223328591749,0.5639546001813803,0.5956043956043956,0.5724340453842558,0.7145338827838829,0.3344772459150141
linear,"('conform', 'hydro')","('mat', 'protvec')",10-folds cv,"(3,)",474,0.6828591749644382,0.5634206669551265,0.6054945054945056,0.5716619989877232,0.7294688644688645,0.3342456886073049
linear,"('conform', 'hydro')","('counts', 'mat', 'protvec')",10-folds cv,"(2,)",486,0.6828591749644382,0.5634206669551265,0.6054945054945056,0.5716619989877232,0.728797619047619,0.3342456886073049
linear,"('conform', 'hydro')","('mat', 'protvec')",10-folds cv,"(2, 3)",548,0.6828591749644382,0.5634206669551265,0.6054945054945056,0.5716619989877232,0.7279249084249086,0.3342456886073049
linear,"('conform', 'hydro')","('counts', 'mat', 'protvec')",10-folds cv,"(2, 3)",560,0.6828591749644382,0.5634206669551265,0.6054945054945056,0.5716619989877232,0.727309523809524,0.3342456886073049
linear,"('conform', 'hydro')","('mat', 'protvec')",10-folds cv,"(1, 2, 3)",622,0.6828591749644382,0.5634206669551265,0.6054945054945056,0.5716619989877232,0.7285228937728938,0.3342456886073049
linear,"('conform', 'hydro')","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(2,)",496,0.6801564722617355,0.5599197972649985,0.6054945054945056,0.5715709325583695,0.731569597069597,0.32874070716802506
linear,"('hydro',)","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(2, 3)",365,0.6854907539118066,0.5592227135609489,0.5956043956043956,0.5711605870624104,0.717967032967033,0.3291598757972786
linear,"('hydro',)","('mat', 'tfeat', 'protvec')",10-folds cv,"(1,)",330,0.6881223328591749,0.567062879930527,0.5884615384615385,0.5706607472575215,0.7190769230769231,0.332610869087958
linear,"('hydro',)","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(1,)",335,0.6881223328591749,0.567062879930527,0.5884615384615385,0.5706607472575215,0.7193617216117217,0.332610869087958
linear,"('hydro',)","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(1, 2)",365,0.688122332859175,0.5663461538461539,0.5884615384615385,0.5702467687628978,0.7172582417582418,0.3324052142382762
linear,"('hydro',)","('tfeat', 'protvec')",10-folds cv,"(1, 2)",310,0.6880512091038407,0.5643110973993327,0.5884615384615385,0.5699295644618225,0.7175760073260073,0.3314356830183168
linear,"('hydro',)","('mat', 'tfeat', 'protvec')",10-folds cv,"(2,)",330,0.6880512091038407,0.5643110973993327,0.5884615384615385,0.5699295644618225,0.7218058608058608,0.3314356830183168
linear,"('hydro',)","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(2,)",335,0.6880512091038407,0.5643110973993327,0.5884615384615385,0.5699295644618225,0.7209001831501832,0.3314356830183168
linear,"('conform', 'hydro')","('protvec',)",10-folds cv,"(1,)",400,0.6802275960170697,0.5600873336217932,0.6054945054945056,0.5698229185279532,0.7279148351648352,0.32989892160729883
linear,"('conform', 'hydro')","('counts', 'protvec')",10-folds cv,"(1,)",412,0.6802275960170697,0.5600873336217932,0.6054945054945056,0.5698229185279532,0.7273195970695971,0.32989892160729883
linear,"('conform', 'hydro')","('mat', 'protvec')",10-folds cv,"(2,)",474,0.6802275960170697,0.5600873336217932,0.6054945054945056,0.5698229185279532,0.7282252747252748,0.32989892160729883
linear,"('conform', 'hydro')","('counts', 'mat', 'protvec')",10-folds cv,"(1,)",486,0.6802275960170697,0.5600873336217932,0.6054945054945056,0.5698229185279532,0.727914835164835,0.32989892160729883
linear,"('conform', 'hydro')","('counts', 'mat', 'protvec')",10-folds cv,"(3,)",486,0.6802275960170697,0.5600873336217932,0.6054945054945056,0.5698229185279532,0.7282252747252747,0.32989892160729883
linear,"('conform', 'hydro')","('mat', 'protvec')",10-folds cv,"(1, 2)",548,0.6802275960170697,0.5600873336217932,0.6054945054945056,0.5698229185279532,0.7288534798534798,0.32989892160729883
linear,"('conform', 'hydro')","('mat', 'protvec')",10-folds cv,"(1, 3)",548,0.6802275960170697,0.5600873336217932,0.6054945054945056,0.5698229185279532,0.7285402930402931,0.32989892160729883
linear,"('conform', 'hydro')","('counts', 'mat', 'protvec')",10-folds cv,"(1, 2)",560,0.6802275960170697,0.5600873336217932,0.6054945054945056,0.5698229185279532,0.7291382783882783,0.32989892160729883
linear,"('conform', 'hydro')","('counts', 'mat', 'protvec')",10-folds cv,"(1, 3)",560,0.6802275960170697,0.5600873336217932,0.6054945054945056,0.5698229185279532,0.7285329670329671,0.32989892160729883
linear,"('conform', 'hydro')","('counts', 'mat', 'protvec')",10-folds cv,"(1, 2, 3)",634,0.6802275960170697,0.5600873336217932,0.6054945054945056,0.5698229185279532,0.7285228937728937,0.32989892160729883
linear,"('conform', 'hydro')","('tfeat', 'protvec')",10-folds cv,"(2,)",410,0.6775248933143672,0.5575388448840461,0.6054945054945056,0.5697221930625712,0.7300384615384615,0.32519844630504713
linear,"('conform', 'hydro')","('counts', 'tfeat', 'protvec')",10-folds cv,"(2,)",422,0.6775248933143672,0.5575388448840461,0.6054945054945056,0.5697221930625712,0.7309642857142857,0.32519844630504713
linear,"('conform', 'hydro')","('mat', 'tfeat', 'protvec')",10-folds cv,"(2, 3)",568,0.6775248933143672,0.5575388448840461,0.6054945054945056,0.5697221930625712,0.7271236263736263,0.32519844630504713
linear,"('hydro',)","('counts', 'tfeat', 'protvec')",10-folds cv,"(1, 2)",315,0.6854196301564722,0.5610431235431236,0.5884615384615385,0.5679134354295645,0.7184917582417583,0.32723910956995744
linear,"('hydro',)","('mat', 'tfeat', 'protvec')",10-folds cv,"(1, 2)",360,0.6854196301564722,0.5610431235431236,0.5884615384615385,0.5679134354295645,0.7185018315018314,0.32723910956995744
linear,"('conform', 'hydro')","('tfeat', 'protvec')",10-folds cv,"(3,)",410,0.6750355618776671,0.5538667568129811,0.6054945054945056,0.5674857192615812,0.7231785714285714,0.32134476077226426
linear,"('conform', 'hydro')","('counts', 'tfeat', 'protvec')",10-folds cv,"(3,)",422,0.6750355618776671,0.5538667568129811,0.6054945054945056,0.5674857192615812,0.7235778388278389,0.32134476077226426
linear,"('conform', 'hydro')","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(3,)",496,0.6750355618776671,0.5538667568129811,0.6054945054945056,0.5674857192615812,0.7222271062271063,0.32134476077226426
linear,"('hydro',)","('tfeat', 'protvec')",10-folds cv,"(1, 2, 3)",315,0.6827880512091038,0.5573707664884135,0.5879120879120879,0.5655527385190778,0.714632783882784,0.3227968911744646
linear,"('hydro',)","('mat', 'tfeat', 'protvec')",10-folds cv,"(1, 2, 3)",390,0.677524893314367,0.5480373303167421,0.5884615384615385,0.5623756408258511,0.7131117216117216,0.3130219214249353
