model,string_conversions,feat_types,dataset,offsets,nfeat,accuracy,precision,recall,f1_score,auc_roc,mcc
rf,"('conform', 'no_reduction', 'hydro')","('counts', 'mat')",10-folds cv,"(1, 2, 3)",1454,0.7754623044096729,0.7581118881118882,0.554945054945055,0.6276714300192561,0.8657577838827839,0.4960219715720616
rf,"('conform', 'no_reduction')","('mat',)",10-folds cv,"(1,)",449,0.7884779516358463,0.852518315018315,0.5291208791208792,0.6276227040932923,0.8707646520146518,0.5370535052249616
rf,"('conform', 'no_reduction')","('counts',)",10-folds cv,"(1,)",27,0.7541251778093884,0.6828987678987679,0.59010989010989,0.6273757112452765,0.8221195054945054,0.45352237559705166
rf,"('no_reduction',)","('mat', 'tfeat')",10-folds cv,"(1,)",405,0.7833570412517782,0.7928282828282829,0.5445054945054946,0.6266067580244965,0.8700531135531137,0.5136869669100048
rf,"('conform', 'no_reduction')","('mat', 'protvec')",10-folds cv,"(1,)",599,0.7778093883357041,0.7662748362748363,0.5527472527472528,0.6261938057704648,0.8350966117216118,0.5016322169649385
rf,"('conform', 'no_reduction', 'hydro')","('counts', 'mat')",10-folds cv,"(3,)",506,0.7727596017069702,0.7512987012987012,0.5532967032967033,0.625032301032301,0.8591181318681318,0.48996652870435237
rf,"('no_reduction',)","('counts', 'mat')",10-folds cv,"(2, 3)",820,0.7806543385490754,0.7896212121212122,0.5401098901098902,0.6249000432570225,0.870871336996337,0.5089499234676991
rf,"('no_reduction',)","('mat', 'protvec')",10-folds cv,"(1, 2)",850,0.7779516358463726,0.771067821067821,0.5456043956043957,0.6247943772474664,0.8636309523809524,0.5007325873667533
rf,"('no_reduction',)","('counts', 'mat')",10-folds cv,"(1, 2, 3)",1220,0.7859174964438123,0.8074819624819625,0.5230769230769231,0.6246820245607431,0.8627380952380953,0.516358851931211
rf,"('no_reduction',)","('counts', 'mat')",10-folds cv,"(2,)",420,0.7805832147937412,0.7778937728937728,0.5461538461538462,0.6243898207056102,0.8666103479853481,0.5068029696056827
rf,"('conform', 'no_reduction')","('counts', 'mat', 'protvec')",10-folds cv,"(2,)",626,0.7753200568990042,0.7474941724941725,0.554945054945055,0.6238233341368353,0.8366030219780219,0.4922836830287311
rf,"('no_reduction',)","('tfeat', 'protvec')",10-folds cv,"(1, 2, 3)",65,0.7619487908961594,0.7329370629370631,0.5604395604395604,0.6237744360902255,0.8432124542124543,0.47150105698551287
rf,"('conform', 'no_reduction', 'hydro')","('counts', 'mat', 'tfeat')",10-folds cv,"(1,)",521,0.7778805120910384,0.7583712121212123,0.5532967032967033,0.6237163770207249,0.8644510073260072,0.499258405815911
rf,"('conform', 'no_reduction')","('counts', 'mat', 'protvec')",10-folds cv,"(1, 2)",1075,0.7699857752489332,0.7606546231546233,0.5450549450549451,0.6234997594997594,0.8492399267399267,0.4862807588252183
rf,"('no_reduction',)","('mat', 'tfeat')",10-folds cv,"(1, 2)",810,0.780796586059744,0.7835930735930735,0.532967032967033,0.6234308300395257,0.8626913919413919,0.5044246480034021
rf,"('no_reduction', 'hydro')","('counts', 'mat', 'tfeat')",10-folds cv,"(1,)",460,0.7805832147937412,0.786005661005661,0.5472527472527473,0.6230591212330342,0.8702010073260074,0.5100076198042466
rf,"('no_reduction', 'hydro')","('counts', 'mat')",10-folds cv,"(2,)",450,0.7674964438122334,0.7370346320346322,0.5467032967032966,0.6220579420579421,0.8650412087912087,0.4755333804156316
rf,"('conform', 'no_reduction')","('counts', 'mat')",10-folds cv,"(1, 2, 3)",1374,0.7806543385490754,0.7779978354978354,0.5379120879120879,0.6218978506873244,0.8642413003663003,0.503461665652171
rf,"('conform', 'hydro')","('counts', 'mat')",10-folds cv,"(1,)",86,0.745945945945946,0.6692147034252296,0.604945054945055,0.6208760998405047,0.8193479853479854,0.44675448821290625
rf,"('no_reduction',)","('tfeat', 'protvec')",10-folds cv,"(1, 3)",60,0.7620199146514937,0.7109071484071485,0.5670329670329671,0.620827320827321,0.8401721611721611,0.466308134788488
rf,"('no_reduction',)","('tfeat', 'protvec')",10-folds cv,"(2, 3)",60,0.759317211948791,0.7155477855477856,0.573076923076923,0.6204390774917091,0.8302344322344324,0.4663744145478632
rf,"('conform', 'no_reduction')","('mat', 'tfeat', 'protvec')",10-folds cv,"(1, 3)",1068,0.7727596017069701,0.7538125763125763,0.5472527472527473,0.6199538143016403,0.8478191391941392,0.48953145920149865
rf,"('no_reduction', 'hydro')","('mat',)",10-folds cv,"(1, 2)",850,0.77524893314367,0.7539285714285714,0.5461538461538462,0.6194060909850384,0.8615535714285713,0.49125881051509585
rf,"('conform', 'hydro')","('counts', 'mat')",10-folds cv,"(1, 2)",160,0.7593883357041251,0.7119047619047619,0.5604395604395604,0.6190175187131708,0.8316895604395604,0.460745559538662
rf,"('no_reduction',)","('counts', 'mat')",10-folds cv,"(1, 2)",820,0.7697724039829302,0.7377128427128427,0.5445054945054946,0.6188272371750633,0.8669954212454213,0.4775191845680123
rf,"('no_reduction',)","('mat', 'tfeat', 'protvec')",10-folds cv,"(1, 2)",860,0.7650071123755335,0.7432012432012433,0.5401098901098901,0.6187335128639477,0.8609345238095238,0.472862539897607
rf,"('no_reduction',)","('counts',)",10-folds cv,"(1,)",20,0.7514224751066856,0.687599100246159,0.5741758241758241,0.6184108061176784,0.8400755494505494,0.4469081953275881
rf,"('no_reduction', 'hydro')","('mat', 'tfeat')",10-folds cv,"(3,)",435,0.7780227596017071,0.7597957597957598,0.5373626373626373,0.6181130585661478,0.8516277472527474,0.49322049090833825
rf,"('no_reduction',)","('mat', 'protvec')",10-folds cv,"(3,)",450,0.7647226173541963,0.7566117216117216,0.5373626373626375,0.6176580017998781,0.8580425824175825,0.47641539992158466
rf,"('conform', 'no_reduction', 'hydro')","('mat', 'tfeat')",10-folds cv,"(1,)",489,0.7780227596017071,0.7987484737484737,0.5236263736263737,0.617499194847021,0.853805860805861,0.5037629615777389
rf,"('no_reduction', 'hydro')","('counts', 'mat', 'protvec')",10-folds cv,"(1, 2, 3)",1650,0.7726173541963016,0.7573634698634698,0.5456043956043956,0.6172173655651916,0.8426671245421244,0.4895468625712705
rf,"('no_reduction',)","('mat', 'protvec')",10-folds cv,"(2,)",450,0.77524893314367,0.7971084471084471,0.5225274725274727,0.6169960948450651,0.8435132783882784,0.49948410251365855
rf,"('conform', 'no_reduction', 'hydro')","('counts', 'mat', 'tfeat')",10-folds cv,"(3,)",521,0.7700568990042674,0.7458455433455433,0.5472527472527473,0.6168203776899428,0.865275641025641,0.48370732963069984
rf,"('conform', 'no_reduction')","('mat', 'protvec')",10-folds cv,"(2, 3)",1048,0.7726173541963015,0.750957375957376,0.5445054945054945,0.6167548241232452,0.8363777472527474,0.4859206692498653
rf,"('no_reduction',)","('mat', 'tfeat', 'protvec')",10-folds cv,"(2, 3)",860,0.7725462304409673,0.7629048729048729,0.5368131868131868,0.6162547999504521,0.864856684981685,0.48776607734915967
rf,"('conform', 'no_reduction')","('counts', 'mat', 'tfeat')",10-folds cv,"(2,)",486,0.770199146514936,0.741436063936064,0.5395604395604395,0.6159696133174394,0.8402486263736264,0.4782013094482015
rf,"('conform', 'no_reduction', 'hydro')","('mat',)",10-folds cv,"(1, 2, 3)",1422,0.7778805120910385,0.7919422244422244,0.5241758241758243,0.6159664545980335,0.8656817765567764,0.5013491621074327
rf,"('conform', 'no_reduction')","('counts', 'mat')",10-folds cv,"(2,)",476,0.7780938833570412,0.78001221001221,0.5241758241758242,0.6158120542903152,0.8517344322344323,0.49703500941348855
